username,GTS,cluster_name,username,followers,following,public_repos_reported,public_gists,account_age_days,profile_updated_days_ago,has_bio,has_company,has_blog,hireable,site_admin,repos_fetched,total_stars,avg_stars,total_forks,avg_forks,total_watchers,avg_watchers,total_open_issues,avg_open_issues,avg_repo_size_kb,median_repo_size_kb,fork_ratio,archived_ratio,disabled_ratio,has_pages_ratio,has_issues_ratio,unique_languages,top_language_share,days_since_last_push,days_since_last_repo_update,events_fetched,events_PushEvent,events_PullRequestEvent,events_PullRequestReviewEvent,events_IssuesEvent,events_IssueCommentEvent,events_CreateEvent,events_ForkEvent,events_WatchEvent,days_since_last_event,log_followers,log_total_stars,log_total_forks,log_total_watchers,follower_following_ratio,cluster_label,cluster_name,GTS
afordigital,72.57963233275439,Strong,afordigital,1127,6,54,0,2711.251013,2.501695793,1,1,1,0,0,30,405,13.5,72,2.4,405,13.5,9,0.3,1314.333333,311.0,0.033333333,0.0,0.0,0.0,0.966666667,5,0.689655172,107.0443694,3.398721256,15,8,2,0,0,2,3,0,0,24.54737866,7.028201432,6.00635316,4.290459441,6.00635316,161.0,2,Strong,72.57963233275439
lvsouza,72.53275602147627,Strong,lvsouza,310,8,81,2,2823.148507,6.836458389,1,1,1,1,0,30,4,0.133333333,1,0.033333333,4,0.133333333,1,0.033333333,688.9,180.0,0.133333333,0.0,0.0,0.0,0.866666667,6,0.481481481,164.4413889,4.331122741,25,25,0,0,0,0,0,0,0,5.243599593,5.739792912,1.609437912,0.693147181,1.609437912,34.44444444,2,Strong,72.53275602147627
kevaundray,72.52943270420185,Strong,kevaundray,395,0,120,4,2892.956258,40.54239191,1,1,0,0,0,30,45,1.5,11,0.366666667,45,1.5,11,0.366666667,15479.76667,2395.5,0.933333333,0.0,0.0,0.0,0.066666667,6,0.333333333,8.104614134,94.41077154,30,7,9,3,2,1,5,0,0,0.099047004,5.981414211,3.828641396,2.48490665,3.828641396,395.0,2,Strong,72.52943270420185
ShreyaPrasad1209,72.48238631885854,Strong,ShreyaPrasad1209,1082,62,158,5,2698.60138,2.405477636,1,1,1,1,0,30,25,0.833333333,9,0.3,25,0.833333333,23,0.766666667,47081.83333,8911.0,0.833333333,0.0,0.0,0.0,0.166666667,8,0.176470588,403.9182091,306.1667045,2,0,0,0,0,0,0,1,1,2.360986895,6.987490247,3.258096538,2.302585093,3.258096538,17.17460317,2,Strong,72.48238631885854
msaaddev,72.46495638132396,Strong,msaaddev,735,84,213,63,2673.314808,33.54790936,1,1,1,1,0,30,43,1.433333333,8,0.266666667,43,1.433333333,2,0.066666667,6568.533333,344.0,0.566666667,0.0,0.0,0.0,0.433333333,9,0.285714286,1289.149426,211.3101663,12,0,0,0,0,0,0,0,12,0.923592228,6.601230119,3.784189634,2.197224577,3.784189634,8.647058824,2,Strong,72.46495638132396
YazeedAlKhalaf,72.40877301058332,Strong,YazeedAlKhalaf,448,94,155,12,2754.556402,2.644237717,1,1,1,1,0,30,14,0.466666667,2,0.066666667,14,0.466666667,1,0.033333333,1535688.867,959.0,0.333333333,0.0,0.0,0.0,0.666666667,9,0.318181818,301.4130687,301.413034,11,0,0,0,0,0,0,0,11,5.931077995,6.107022888,2.708050201,1.098612289,2.708050201,4.715789474,2,Strong,72.40877301058332
metamaskbot,72.37243894731654,Strong,metamaskbot,326,0,2,0,2879.965315,22.07714345,1,1,1,0,0,2,98,49.0,47,23.5,98,49.0,2,1.0,820.5,820.5,1.0,0.0,0.0,0.0,0.0,0,0.0,619.5407198,7.126657341,30,19,7,0,3,1,0,0,0,0.298636508,5.789960171,4.59511985,3.871201011,4.59511985,326.0,2,Strong,72.37243894731654
angeluriot,72.36701808641592,Strong,angeluriot,743,10,34,0,2613.145193,9.462392485,1,1,1,1,0,30,836,27.86666667,95,3.166666667,836,27.86666667,80,2.666666667,94594.16667,36290.5,0.1,0.0,0.0,0.0,0.866666667,8,0.37037037,69.24868878,4.312404059,8,0,0,0,4,3,0,0,1,8.368480448,6.612041035,6.72982407,4.564348191,6.72982407,67.54545455,2,Strong,72.36701808641592
Asabeneh,72.34581557289631,Strong,Asabeneh,20823,21,182,26,4152.405657,10.19585422,1,0,1,1,0,30,135770,4525.666667,29996,999.8666667,135770,4525.666667,720,24.0,10386.9,190.0,0.1,0.0,0.0,0.133333333,0.9,7,0.3,22.60071533,0.217671347,30,6,0,0,0,0,2,0,22,4.148145884,9.943861447,11.81872492,10.30885266,11.81872492,946.5,2,Strong,72.34581557289631
iampavangandhi,72.34078968781186,Strong,iampavangandhi,344,58,95,20,2727.557097,11.35455118,1,1,1,1,0,30,8,0.266666667,25,0.833333333,8,0.266666667,41,1.366666667,6383.1,297.5,0.533333333,0.0,0.0,0.166666667,0.466666667,7,0.578947368,387.4697595,286.3975026,1,0,0,0,0,0,0,0,1,22.16246784,5.843544417,2.197224577,3.258096538,2.197224577,5.830508475,2,Strong,72.34078968781186
williamkoller,72.33985059081988,Strong,williamkoller,596,862,524,11,2902.825116,5.851701189,1,1,0,1,0,30,39,1.3,11,0.366666667,39,1.3,28,0.933333333,6740.566667,136.0,0.033333333,0.0,0.0,0.0,0.933333333,3,0.607142857,612.3507753,589.4332058,30,15,0,0,1,0,1,0,11,0.8253123,6.391917113,3.688879454,2.48490665,3.688879454,0.690614137,2,Strong,72.33985059081988
saifurrehman4114,72.31493217853,Strong,saifurrehman4114,282,3026,32,0,2506.218751,92.09254745,1,1,1,1,0,30,27,0.9,1,0.033333333,27,0.9,1,0.033333333,7416.466667,220.5,0.566666667,0.0,0.0,0.0,0.366666667,3,0.6,22.22669097,22.22659838,4,3,0,0,0,0,1,0,0,22.22665625,5.645446898,3.33220451,0.693147181,3.33220451,0.093161546,2,Strong,72.31493217853
silvery107,72.26172403051682,Strong,silvery107,266,361,40,0,2663.412202,13.34510754,1,1,1,0,0,30,1108,36.93333333,118,3.933333333,1108,36.93333333,4,0.133333333,62004.2,15297.0,0.333333333,0.0,0.0,0.0,0.666666667,7,0.576923077,60.72716773,0.613799674,6,1,1,1,0,0,0,0,3,6.021160785,5.587248658,7.011213987,4.779123493,7.011213987,0.73480663,2,Strong,72.26172403051682
mewmewdevart,72.25950741787744,Strong,mewmewdevart,339,117,55,3,2485.277849,13.20059253,1,0,1,1,0,30,106,3.533333333,11,0.366666667,106,3.533333333,0,0.0,7632.3,182.5,0.133333333,0.0,0.0,0.333333333,0.866666667,11,0.25,7.798347156,6.795071693,30,26,0,0,0,0,1,0,2,5.790916601,5.828945618,4.672828834,2.48490665,4.672828834,2.872881356,2,Strong,72.25950741787744
RhysSullivan,72.21865122600583,Strong,RhysSullivan,616,13,128,21,2838.636423,0.178680172,0,1,1,0,0,30,607,20.23333333,56,1.866666667,607,20.23333333,9,0.3,56206.56667,237.0,0.333333333,0.033333333,0.0,0.0,0.666666667,3,0.909090909,10.9283098,1.877279709,30,24,3,0,0,0,2,0,0,0.135439431,6.424869024,6.410174882,4.043051268,6.410174882,44.0,2,Strong,72.21865122600583
NeuralNine,72.19686557718879,Strong,NeuralNine,10473,4,15,0,2501.000665,47.29583871,1,1,1,0,0,15,3908,260.5333333,1475,98.33333333,3908,260.5333333,89,5.933333333,3481.266667,18.0,0.066666667,0.0,0.0,0.0,0.933333333,5,0.692307692,0.897563243,0.314114168,30,19,0,0,9,0,1,0,1,0.896637317,9.256651275,8.271036866,7.297091005,8.271036866,2094.6,2,Strong,72.19686557718879
gustavomorinaga,72.18830659095438,Strong,gustavomorinaga,285,237,41,11,2565.757095,50.11842574,1,1,1,1,0,30,267,8.9,41,1.366666667,267,8.9,39,1.3,6469.333333,584.5,0.1,0.0,0.0,0.166666667,0.866666667,6,0.518518519,0.995057687,15.41065954,9,0,0,0,0,0,0,0,9,2.310080835,5.655991811,5.590986981,3.737669618,5.590986981,1.197478992,2,Strong,72.18830659095438
sindresorhus,72.15895905793266,Strong,sindresorhus,77384,31,1132,99,5899.958835,7.052434204,1,0,1,0,0,30,11344,378.1333333,833,27.76666667,11344,378.1333333,231,7.7,290.0333333,29.0,0.0,0.133333333,0.0,0.033333333,0.866666667,1,1.0,10.23374207,0.400894852,30,7,8,0,5,3,1,0,0,0.217642538,11.25654824,9.336532397,6.726233402,9.336532397,2418.25,2,Strong,72.15895905793266
Fcakiroglu16,72.13569116505613,Strong,Fcakiroglu16,1899,12,58,27,2588.357219,8.410494609,1,1,1,0,0,30,202,6.733333333,92,3.066666667,202,6.733333333,30,1.0,3415.9,271.5,0.166666667,0.0,0.0,0.0,0.833333333,5,0.714285714,2.365969147,2.561339517,9,3,0,0,0,0,3,0,1,2.365957572,7.549609165,5.313205979,4.532599493,5.313205979,146.0769231,2,Strong,72.13569116505613
mdnm,72.10891967614455,Strong,mdnm,308,271,33,1,2915.008532,6.288300585,1,0,1,0,0,30,24,0.8,3,0.1,24,0.8,9,0.3,13508.46667,350.0,0.166666667,0.0,0.0,0.1,0.833333333,8,0.333333333,10.37281447,5.160025122,30,12,5,0,0,2,3,0,6,3.8553029,5.733341277,3.218875825,1.386294361,3.218875825,1.132352941,2,Strong,72.10891967614455
WangHelin1997,72.09204755202303,Strong,WangHelin1997,241,68,96,0,2488.572488,3.738945878,1,1,1,0,0,30,473,15.76666667,62,2.066666667,473,15.76666667,13,0.433333333,22386.13333,1165.0,0.466666667,0.0,0.0,0.1,0.533333333,4,0.736842105,41.98062412,8.63167736,22,11,0,0,2,0,0,1,8,1.863529212,5.488937726,6.161207322,4.143134726,6.161207322,3.492753623,2,Strong,72.09204755202303
MichaelFYang,72.07332492260689,Strong,MichaelFYang,404,9,50,0,2748.293301,2.253914471,1,1,0,0,0,30,968,32.26666667,214,7.133333333,968,32.26666667,16,0.533333333,18844.9,7723.0,0.766666667,0.033333333,0.0,0.0,0.2,3,0.555555556,152.3018774,1.544030212,30,8,7,0,1,2,5,0,5,2.374215397,6.003887067,6.876264612,5.370638028,6.876264612,40.4,2,Strong,72.07332492260689
phodal,72.05732714372061,Strong,phodal,20499,9,376,14,5577.424233,3.49228838,1,0,1,1,0,30,8201,273.3666667,1107,36.9,8201,273.3666667,109,3.633333333,8059.433333,1134.5,0.066666667,0.033333333,0.0,0.4,0.933333333,9,0.421052632,0.834591621,0.455019862,30,18,4,0,0,0,0,0,0,0.289082362,9.928180165,9.012133306,7.010311867,9.012133306,2049.9,2,Strong,72.05732714372061
avrcoelho,71.97665910677377,Strong,avrcoelho,310,308,171,3,2767.843517,36.44931562,1,1,1,0,0,30,14,0.466666667,6,0.2,14,0.466666667,128,4.266666667,1435.033333,574.5,0.133333333,0.0,0.0,0.0,0.866666667,6,0.444444444,23.2586559,23.25859803,6,1,0,0,0,0,1,0,4,2.385079513,5.739792912,2.708050201,1.945910149,2.708050201,1.003236246,2,Strong,71.97665910677377
mv-lab,71.8363794412936,Strong,mv-lab,311,210,20,1,2891.24541,10.49433347,1,1,1,1,0,20,2157,107.85,222,11.1,2157,107.85,35,1.75,43355.1,19041.5,0.15,0.0,0.0,0.15,0.65,3,0.470588235,82.99214597,1.398893653,4,3,0,0,0,0,0,0,1,10.36275939,5.743003188,7.676937146,5.407171771,7.676937146,1.473933649,2,Strong,71.8363794412936
achingachris,71.83359118992593,Strong,achingachris,262,117,492,69,2482.986418,0.531996325,1,0,1,0,0,30,21,0.7,6,0.2,21,0.7,9,0.3,15164.26667,1778.5,0.333333333,0.033333333,0.0,0.033333333,0.666666667,7,0.368421053,0.034507899,0.034461603,30,18,10,0,0,0,1,0,0,0.670375955,5.572154032,3.091042453,1.945910149,3.091042453,2.220338983,2,Strong,71.83359118992593
FireCubeStudios,71.81623040775284,Strong,FireCubeStudios,531,25,93,0,2778.300229,21.37578452,1,1,1,0,0,30,762,25.4,72,2.4,762,25.4,74,2.466666667,1450.466667,358.5,0.166666667,0.066666667,0.0,0.1,0.8,9,0.541666667,177.8176827,0.122636376,6,0,1,0,0,4,0,0,1,11.14837712,6.276643489,6.637258031,4.290459441,6.637258031,20.42307692,2,Strong,71.81623040775284
ChunelFeng,71.81612126174456,Strong,ChunelFeng,364,87,39,0,2879.339447,15.39016471,1,1,1,0,0,30,3292,109.7333333,535,17.83333333,3292,109.7333333,18,0.6,111186.1,285.0,0.433333333,0.0,0.0,0.0,0.566666667,4,0.588235294,0.87361378,1.869632299,29,5,0,0,7,9,0,0,8,0.76355591,5.899897354,8.099554282,6.284134161,8.099554282,4.136363636,2,Strong,71.81612126174456
sanket-25,71.79562209344141,Strong,sanket-25,429,38,50,0,2487.682583,15.38676082,1,1,1,0,0,30,23,0.766666667,5,0.166666667,23,0.766666667,2,0.066666667,24857.5,87.0,0.033333333,0.0,0.0,0.3,0.933333333,9,0.230769231,0.571344154,0.571309432,17,15,0,0,0,0,1,0,1,0.57133258,6.063785209,3.17805383,1.791759469,3.17805383,11.0,2,Strong,71.79562209344141
astaxie,71.77611697420059,Strong,astaxie,15080,22,83,9,5799.659535,4.396375418,1,1,1,1,0,30,48518,1617.266667,11312,377.0666667,48518,1617.266667,204,6.8,6928.7,646.0,0.533333333,0.0,0.0,0.033333333,0.433333333,5,0.7,317.7464333,0.213944862,1,0,0,0,0,0,0,0,1,5.847961066,9.621190952,10.78971075,9.333707786,10.78971075,655.6521739,2,Strong,71.77611697420059
RafaelGoulartB,71.77135104462997,Strong,RafaelGoulartB,349,68,62,0,2896.004015,25.42800794,1,1,1,1,0,30,208,6.933333333,98,3.266666667,208,6.933333333,40,1.333333333,2968.233333,685.5,0.033333333,0.0,0.0,0.133333333,0.966666667,7,0.466666667,1.071896831,33.59689683,2,1,0,0,0,0,0,0,1,15.14188526,5.857933154,5.342334252,4.59511985,5.342334252,5.057971014,2,Strong,71.77135104462997
pachicodes,71.76290302365688,Strong,pachicodes,1029,354,69,4,2666.850111,12.25349112,1,1,1,0,0,30,55,1.833333333,62,2.066666667,55,1.833333333,36,1.2,40973.83333,405.5,0.466666667,0.0,0.0,0.3,0.533333333,5,0.470588235,54.18442862,54.18438233,3,1,0,0,0,0,1,0,0,28.02624575,6.937314081,4.025351691,4.143134726,4.025351691,2.898591549,2,Strong,71.76290302365688
wabscale,71.68037251899975,Strong,wabscale,693,1997,63,0,2936.043124,0.912684304,1,1,1,0,0,30,27,0.9,1,0.033333333,27,0.9,0,0.0,591364.8667,429.5,0.6,0.0,0.0,0.0,0.4,13,0.172413793,631.8686102,134.2169551,17,9,0,0,0,0,1,0,7,0.910068563,6.542471961,3.33220451,0.693147181,3.33220451,0.346846847,2,Strong,71.68037251899975
romannurik,71.6712336777471,Strong,romannurik,10652,24,70,27,6073.887882,4.274919267,0,1,1,0,0,30,12941,431.3666667,2798,93.26666667,12941,431.3666667,592,19.73333333,2465.366667,512.0,0.1,0.033333333,0.0,0.1,0.8,5,0.4,156.831829,2.163750286,8,2,2,0,0,2,1,0,1,5.256828989,9.273596822,9.468233116,7.93701749,9.468233116,426.08,2,Strong,71.6712336777471
Sierkinhane,71.63538953582164,Strong,Sierkinhane,293,5,49,0,2759.251531,31.89704031,1,1,1,0,0,30,2553,85.1,735,24.5,2553,85.1,83,2.766666667,35547.53333,13770.5,0.7,0.0,0.0,0.033333333,0.3,4,0.6,895.6256861,0.447526418,5,2,0,0,1,1,0,0,1,2.084794936,5.683579767,7.845416037,6.601230119,7.845416037,48.83333333,2,Strong,71.63538953582164
kgamanji,71.63382720263093,Strong,kgamanji,336,6,24,0,2826.272334,39.48588746,1,1,1,0,0,24,86,3.583333333,167,6.958333333,86,3.583333333,2,0.083333333,62090.33333,430.0,0.666666667,0.0,0.0,0.0,0.291666667,7,0.363636364,694.2124268,295.3385032,28,1,1,12,0,3,1,0,0,4.225899038,5.82008293,4.465908119,5.123963979,4.465908119,48.0,2,Strong,71.63382720263093
vaxerski,71.61720874164064,Strong,vaxerski,3105,7,25,0,2708.337753,24.86631746,1,1,1,0,0,25,807,32.28,52,2.08,807,32.28,15,0.6,70649.56,2808.0,0.44,0.0,0.0,0.0,0.56,6,0.75,0.312648477,0.791815144,29,11,1,5,1,10,0,0,0,0.31254431,8.041091004,6.694562059,3.970291914,6.694562059,388.125,2,Strong,71.61720874164064
developer-junaid,71.6051430522709,Strong,developer-junaid,387,15,121,0,2761.092343,67.51366281,1,1,1,1,0,30,248,8.266666667,107,3.566666667,248,8.266666667,65,2.166666667,5577.833333,2684.5,0.133333333,0.0,0.0,0.0,0.866666667,6,0.5,5.517690591,5.517644294,5,4,0,0,0,0,1,0,0,5.517679017,5.96100534,5.517452896,4.682131227,5.517452896,24.1875,2,Strong,71.6051430522709
ferdouszihad,71.6036437755748,Strong,ferdouszihad,855,5,252,1,2865.720252,41.56238147,1,1,1,0,0,30,3,0.1,2,0.066666667,3,0.1,1,0.033333333,1991.466667,61.0,0.133333333,0.0,0.0,0.1,0.866666667,3,0.526315789,60.00724258,29.67339998,19,8,0,0,0,0,9,0,0,4.673735633,6.752270376,1.386294361,1.098612289,1.386294361,142.5,2,Strong,71.6036437755748
atilsamancioglu,71.58843363499639,Strong,atilsamancioglu,16539,4,529,1,3498.262869,27.23593572,1,1,1,0,0,30,93,3.1,161,5.366666667,93,3.1,3,0.1,2118.033333,234.5,0.033333333,0.0,0.0,0.0,0.966666667,3,0.620689655,689.1865607,22.54002137,17,12,0,0,0,0,3,0,2,0.402671831,9.713536969,4.543294782,5.087596335,4.543294782,3307.8,2,Strong,71.58843363499639
aakashverma1124,71.54931943667837,Strong,aakashverma1124,430,7,79,0,2590.208396,4.351984236,1,1,1,1,0,30,172,5.733333333,95,3.166666667,172,5.733333333,31,1.033333333,384.0,45.0,0.066666667,0.0,0.0,0.0,0.933333333,6,0.5,1.044738866,40.91836155,11,9,0,0,0,0,1,0,0,4.339461088,6.06610809,5.153291594,4.564348191,5.153291594,53.75,2,Strong,71.54931943667837
cangokceaslan,71.50123891336892,Strong,cangokceaslan,401,1,54,3,2533.77896,3.608635777,1,1,1,1,0,30,39,1.3,11,0.366666667,39,1.3,55,1.833333333,43176.23333,589.5,0.166666667,0.0,0.0,0.3,0.8,7,0.363636364,601.1973395,338.0256265,1,0,0,0,0,0,0,0,1,22.46856633,5.996452089,3.688879454,2.48490665,3.688879454,200.5,2,Strong,71.50123891336892
X1nto,71.48806096034232,Strong,X1nto,308,21,91,0,2540.583044,11.56855358,1,1,1,0,0,30,190,6.333333333,93,3.1,190,6.333333333,21,0.7,12390.06667,649.0,0.466666667,0.033333333,0.0,0.033333333,0.533333333,7,0.421052632,8.504838303,8.504780433,5,2,0,0,0,1,0,0,2,6.523136914,5.733341277,5.252273428,4.543294782,5.252273428,14.0,2,Strong,71.48806096034232
Starlitnightly,71.46775058827818,Strong,Starlitnightly,295,1,98,0,2588.622829,8.054137284,1,1,0,0,0,30,85,2.833333333,11,0.366666667,85,2.833333333,3,0.1,71350.66667,7359.0,0.333333333,0.0,0.0,0.233333333,0.666666667,7,0.45,187.7558965,17.47049145,30,19,4,0,2,2,1,0,1,3.643350247,5.690359454,4.454347296,2.48490665,4.454347296,147.5,2,Strong,71.46775058827818
fufexan,71.42129724472447,Strong,fufexan,412,24,72,10,2915.228887,42.06003271,1,0,1,1,0,30,1103,36.76666667,58,1.933333333,1103,36.76666667,20,0.666666667,4681.866667,473.0,0.633333333,0.0,0.0,0.033333333,0.366666667,12,0.272727273,12.38828502,1.398852152,30,13,0,10,0,5,0,0,0,0.808944744,6.023447593,7.006695227,4.077537444,7.006695227,16.48,2,Strong,71.42129724472447
bdlukaa,71.36574624564543,Strong,bdlukaa,601,0,19,1,2626.181631,25.35651541,1,0,1,0,0,19,3733,196.4736842,662,34.84210526,3733,196.4736842,136,7.157894737,15860.52632,767.0,0.105263158,0.421052632,0.0,0.315789474,0.789473684,5,0.666666667,0.7925455,0.792510778,30,10,5,1,1,8,3,0,0,1.224559389,6.400257445,8.225235324,6.49677499,8.225235324,601.0,2,Strong,71.36574624564543
tg-bomze,71.33668481506695,Strong,tg-bomze,545,51,24,3,2539.11812,29.36577082,1,1,1,0,0,24,4255,177.2916667,599,24.95833333,4255,177.2916667,77,3.208333333,19860.875,7803.0,0.291666667,0.0,0.0,0.0,0.708333333,5,0.666666667,9.053513875,1.136372671,14,4,1,0,0,2,0,0,7,4.163097208,6.302618976,8.356085031,6.396929655,8.356085031,10.48076923,2,Strong,71.33668481506695
gtsteffaniak,71.33443895494113,Strong,gtsteffaniak,659,17,32,0,2719.791064,63.42399269,1,0,1,0,0,30,6368,212.2666667,290,9.666666667,6368,212.2666667,108,3.6,23799.03333,357.5,0.366666667,0.0,0.0,0.033333333,0.6,6,0.466666667,0.141631578,0.227395467,30,8,6,0,2,7,3,0,2,0.141388523,6.492239835,8.75919775,5.673323267,8.75919775,36.61111111,2,Strong,71.33443895494113
WSTxda,71.33174460457593,Strong,WSTxda,1522,114,14,0,2897.953843,22.97810204,0,1,1,1,0,14,6807,486.2142857,218,15.57142857,6807,486.2142857,95,6.785714286,19619.57143,4796.0,0.214285714,0.214285714,0.0,0.0,0.785714286,3,0.625,0.694768707,0.188738615,30,18,0,0,1,0,3,0,4,0.694768707,7.328437353,8.82585367,5.38907173,8.82585367,13.23478261,2,Strong,71.33174460457593
jeniferGoncalvesDaSilvaDev,71.27221233483056,Strong,jeniferGoncalvesDaSilvaDev,294,419,210,1,2487.878419,15.97975045,1,1,1,0,0,30,41,1.366666667,0,0.0,41,1.366666667,0,0.0,7335.533333,51.0,0.233333333,0.0,0.0,0.0,0.766666667,6,0.3,10.16322267,10.15988934,9,5,0,0,0,0,4,0,0,10.1632111,5.686975356,3.737669618,0.0,3.737669618,0.7,2,Strong,71.27221233483056
Landon153,71.25850524045252,Strong,Landon153,1081,3257,85,0,2706.659003,2.375090514,1,1,1,0,0,30,53,1.766666667,1,0.033333333,53,1.766666667,1,0.033333333,29151.16667,642.0,0.4,0.0,0.0,0.0,0.566666667,6,0.25,26.98649098,16.2280419,7,3,0,0,0,0,1,1,2,2.35007894,6.986566459,3.988984047,0.693147181,3.988984047,0.331798649,2,Strong,71.25850524045252
NomanGul,71.15261875910097,Strong,NomanGul,321,108,103,14,2834.155434,5.711730615,1,0,1,1,0,30,31,1.033333333,4,0.133333333,31,1.033333333,86,2.866666667,18157.46667,298.5,0.3,0.033333333,0.0,0.266666667,0.7,5,0.5,3.841140337,3.841094041,30,1,0,0,0,0,0,1,28,0.283837096,5.774551546,3.465735903,1.609437912,3.465735903,2.944954128,2,Strong,71.15261875910097
ysj1173886760,71.1510922130912,Strong,ysj1173886760,304,88,67,0,2753.515905,97.62066172,1,1,1,0,0,30,33,1.1,10,0.333333333,33,1.1,3,0.1,80900.03333,997.0,0.266666667,0.0,0.0,0.033333333,0.733333333,5,0.444444444,1.795835331,1.795800609,15,1,0,0,0,0,2,0,12,10.75717792,5.720311777,3.526360525,2.397895273,3.526360525,3.415730337,2,Strong,71.1510922130912
skickar,71.13021852432205,Strong,skickar,1416,7,62,0,2802.951184,5.101334864,1,1,1,0,0,30,969,32.3,213,7.1,969,32.3,13,0.433333333,2460.866667,45.0,0.2,0.0,0.0,0.0,0.766666667,6,0.476190476,110.6009529,10.89980709,30,30,0,0,0,0,0,0,0,17.35304783,7.25629724,6.877296071,5.365976015,6.877296071,177.0,2,Strong,71.13021852432205
dirien,71.06437563924356,Strong,dirien,549,215,320,20,2865.285724,1.068686491,0,1,1,0,0,30,9,0.3,71,2.366666667,9,0.3,1,0.033333333,163756.4333,65.0,0.533333333,0.0,0.0,0.0,0.433333333,6,0.384615385,3.794612417,5.25788788,30,0,8,3,0,2,0,0,2,0.090573065,6.309918278,2.302585093,4.276666119,2.302585093,2.541666667,2,Strong,71.06437563924356
yueliu1999,71.05948955015467,Strong,yueliu1999,395,545,65,1,2770.305141,129.6375716,1,1,1,0,0,30,2749,91.63333333,333,11.1,2749,91.63333333,23,0.766666667,10718.43333,397.0,0.7,0.0,0.0,0.0,0.233333333,1,1.0,8.411807732,1.033497547,21,17,0,0,0,1,0,0,3,0.245731343,5.981414211,7.919356191,5.811140993,7.919356191,0.723443223,2,Strong,71.05948955015467
zhyncs,70.95073213032965,Strong,zhyncs,2011,6,14,0,2590.303499,5.896947628,1,0,1,0,0,14,33,2.357142857,1,0.071428571,33,2.357142857,0,0.0,79.28571429,6.0,0.071428571,0.857142857,0.0,0.071428571,0.785714286,5,0.333333333,9.929563369,9.929517072,30,5,9,3,2,2,1,0,5,0.108845776,7.606884531,3.526360525,0.693147181,3.526360525,287.2857143,2,Strong,70.95073213032965
itsaky,70.94288543287448,Strong,itsaky,283,14,32,1,2580.291659,24.36546695,1,0,1,1,0,30,203,6.766666667,70,2.333333333,203,6.766666667,0,0.0,298663.4667,14099.5,0.533333333,0.1,0.0,0.033333333,0.4,8,0.578947368,60.50235352,2.119737782,30,29,0,0,0,0,1,0,0,18.007585,5.648974238,5.318119994,4.262679877,5.318119994,18.86666667,2,Strong,70.94288543287448
simranjeet97,70.87749850778535,Strong,simranjeet97,357,13,88,0,2871.148661,35.39461011,1,1,1,1,0,30,283,9.433333333,122,4.066666667,283,9.433333333,1,0.033333333,15437.53333,579.0,0.166666667,0.0,0.033333333,0.0,0.833333333,3,0.636363636,21.32302446,0.207272144,6,5,0,0,0,0,1,0,0,21.32301288,5.880532986,5.648974238,4.812184355,5.648974238,25.5,2,Strong,70.87749850778535
VedantKhairnar,70.87369473467317,Strong,VedantKhairnar,355,0,141,0,2743.728355,1.109951902,1,1,1,1,0,30,435,14.5,239,7.966666667,435,14.5,11,0.366666667,34696.7,845.0,0.633333333,0.033333333,0.0,0.266666667,0.366666667,7,0.285714286,120.3205885,5.271722735,1,0,0,0,0,0,0,0,1,16.70028755,5.874930731,6.077642243,5.480638923,6.077642243,355.0,2,Strong,70.87369473467317
yuwei-wu,70.83824099835756,Strong,yuwei-wu,286,118,28,1,2499.369551,16.34508341,1,1,1,1,0,28,274,9.785714286,39,1.392857143,274,9.785714286,1,0.035714286,36093.39286,5960.5,0.571428571,0.107142857,0.035714286,0.071428571,0.428571429,7,0.608695652,15.18171536,15.18166906,3,2,0,0,0,0,0,0,0,4.138347301,5.659482216,5.616771098,3.688879454,5.616771098,2.403361345,2,Strong,70.83824099835756
hugoycj,70.83573481700515,Strong,hugoycj,737,586,30,1,2784.304609,0.21720127,1,1,1,0,0,30,1166,38.86666667,59,1.966666667,1166,38.86666667,46,1.533333333,67145.4,8699.0,0.6,0.0,0.0,0.033333333,0.4,5,0.818181818,15.56368275,7.417583214,10,3,0,0,0,0,0,0,5,0.231865622,6.603943825,7.062191632,4.094344562,7.062191632,1.255536627,2,Strong,70.83573481700515
LemonHX,70.82279883678703,Strong,LemonHX,460,140,88,6,2949.579697,8.772452105,1,1,1,0,0,30,73,2.433333333,7,0.233333333,73,2.433333333,28,0.933333333,48793.23333,1892.0,0.633333333,0.0,0.0,0.033333333,0.366666667,7,0.357142857,797.471422,68.2474984,3,1,0,0,0,0,0,0,2,8.571711364,6.133398043,4.304065093,2.079441542,4.304065093,3.262411348,2,Strong,70.82279883678703
