username,GTS,cluster_name
palahsu,68.37738072804142,Strong
josevalim,68.29785923497943,Strong
THUHoloLab,68.28709669459006,Strong
Yijia-Xiao,68.28162271065824,Strong
rishi-raj-jain,68.23924446178368,Strong
ChristianLempa,68.2349104117526,Strong
dendenxu,68.19891431283128,Strong
kulikov-dev,68.1046746933304,Strong
qiuyu96,68.06089394251956,Strong
shahradelahi,68.05210079672219,Strong
NWYLZW,68.04889096623388,Strong
pr-Mais,68.0416509291737,Strong
nstrydom2,68.00340408764701,Strong
cinnamon-msft,67.96472612166579,Strong
sastava007,67.93984607329328,Average
shumbul,67.93472115495699,Strong
Nick-Gabe,67.92859400859153,Strong
kkrypt0nn,67.90537323084729,Strong
sarthaksavvy,67.90194255604405,Strong
MuktadirHassan,67.89591540275916,Strong
easylearningbd,67.88164794965724,Strong
EliasGcf,67.84691617116216,Strong
kishan0725,67.83261806315701,Strong
mattt,67.75477983580345,Strong
Abstaina44,67.74211436338533,Strong
WebDevSimplified,67.7388371937703,Strong
Safnaj,67.72041486558871,Strong
amueller,67.71681137397593,Strong
mrdbourke,67.6783101536079,Strong
itbeard,67.67328642446657,Strong
gowthamrajk,67.63928869505418,Strong
boehs,67.63189286630478,Strong
olafsulich,67.56132786914611,Strong
MiryangJung,67.51174184839395,Strong
Gusarich,67.50959000405356,Strong
Isallkun,67.4964313645493,Strong
insertish,67.49009800283864,Strong
piyushgarg-dev,67.48687765925636,Strong
linbudu599,67.45901076935763,Strong
kevinjycui,67.43027315018142,Strong
EricGuo5513,67.41743220960983,Strong
vanshb03,67.39893309372945,Strong
EdisonLeeeee,67.35302221054704,Strong
FL33TW00D,67.30474366317935,Strong
davemlz,67.30424696789919,Strong
Sabyasachi-Seal,67.27705627948166,Strong
HerXayah,67.27277548841252,Strong
h-ssiqueira,67.24753380904085,Strong
lambda7xx,67.20964533833256,Strong
draveness,67.20844853038153,Strong
braydoncoyer,67.20603463353115,Strong
enzomanuelmangano,67.1862137227349,Strong
kavinvalli,67.15452049697231,Strong
maykbrito,67.14323887481477,Strong
Alitindrawan24,67.1294767795635,Strong
yohanesnuwara,67.12730922050815,Strong
RetaxMaster,67.09572277951051,Strong
antonfrancisjeejo,67.07178333451148,Strong
kerolloz,67.03044015013913,Strong
ebenezerdon,67.02396978352516,Strong
bigb0sss,66.97190215191344,Strong
SukkaW,66.96496562645999,Strong
IvanWang97,66.95732847821273,Strong
0x676e67,66.9403725351585,Strong
0xflux,66.91632136145603,Strong
Lucbm99,66.88839818492984,Strong
Ahmad-Akel,66.86907497345494,Strong
logankilpatrick,66.86552865837638,Strong
SingleZombie,66.84449352180418,Strong
taielab,66.8429618390758,Strong
standardgalactic,66.84143875541017,Strong
jaayperez,66.81799854072612,Strong
quackduck,66.80918803896714,Strong
hanbings,66.75018091932166,Strong
moneshvenkul,66.71190314140625,Strong
shadcn,66.69701742396754,Strong
kognise,66.65407863824755,Strong
mrsrina,66.62227633861838,Strong
RedTeamOperations,66.60816586093445,Average
MorvanZhou,66.60237881261881,Strong
infinition,66.573466775182,Strong
reiryuki,66.49952192067818,Strong
cameronmcnz,66.48702333857511,Strong
arunkudiyal,66.48367066772113,Strong
Cracked5pider,66.46988309150585,Strong
Sharpiless,66.43893959158514,Strong
luost26,66.4299547285933,Strong
Reverier-Xu,66.42885782824985,Strong
mqyqingfeng,66.41840994284048,Strong
timwhitez,66.41189347472476,Strong
piotr-jura-udemy,66.38284036653457,Average
ouckah,66.34397367204181,Strong
loubnabnl,66.33398415296976,Strong
OracleBrain,66.3320040371361,Strong
evrentan,66.29600794970477,Strong
maqibraja,66.22369843263962,Strong
Marc-g-Z,66.11194947637729,Strong
Galaxies99,66.09830533976641,Strong
Vendicated,66.0917136725474,Strong
bpbpublications,66.08771284079452,Strong
KwanWaiPang,66.08680075022099,Strong
kimman8,66.06991525936574,Strong
JackHCC,66.04172718360306,Strong
thapatechnical,65.98472581245944,Strong
mchamoudadev,65.96680278821513,Strong
abxhr,65.95769527810106,Strong
ketangangal,65.95115797138082,Average
adstuart,65.9460475351392,Strong
jod35,65.94025554454237,Strong
CNFeffery,65.92879903860452,Strong
chiphuyen,65.90470754683295,Strong
NikitaBoyarkin,65.90266966116818,Strong
witch-factory,65.89049461400627,Strong
unknwon,65.83342931578098,Strong
ismaelsadeeq,65.80701202787625,Strong
jonyzhang2023,65.78556637940731,Strong
matiadev,65.75373119990579,Strong
asim-shrestha,65.64266515396332,Average
astahmer,65.59805129202658,Strong
wcventure,65.59343687365669,Average
pawelborkar,65.54095727142777,Strong
storieswithsiva,65.49074517215637,Average
Linaqruf,65.48717047569924,Strong
kunal-kushwaha,65.47365821675108,Strong
evilryo0309,65.45999909639565,Strong
ClaireBookworm,65.45029919397786,Strong
kylemocode,65.36851771030842,Strong
wh0isdxk,65.34247390734441,Strong
super30admin,65.33004097441679,Strong
KelvinTegelaar,65.26242886513688,Strong
nift4,65.20746300225734,Strong
bisakhmondal,65.20515702509374,Average
TideSec,65.15945907114757,Strong
automateyournetwork,65.15015031556803,Strong
tashapiro,65.14130874757183,Strong
mayuelala,65.13158665823919,Strong
lyc8503,65.12833754029748,Strong
freddyaboulton,65.1061567096911,Strong
Myriad-Dreamin,65.02269970108576,Strong
M507,65.01084348881545,Strong
muan,65.00420768793607,Strong
dheerajkotwani,64.9942251111124,Average
Unix-User,64.98159206536246,Strong
tomverbeure,64.91858052916291,Strong
epi052,64.87410734259333,Strong
1cbyc,64.86355045023322,Strong
mrdoob,64.84640356809112,Strong
LeaVerou,64.80045614376435,Strong
zennomi,64.79269473412289,Strong
void-stack,64.77756781672846,Average
TheFrenchGhosty,64.76165962751553,Average
babaktaremi,64.71982689637008,Strong
Code-N-Code,64.71468849967825,Average
shiinamiyuki,64.70194702452389,Strong
joelkanyi,64.6801122698163,Strong
anonystick,64.63911721090541,Strong
LiLittleCat,64.62875656212634,Strong
Frightera,64.61777312417945,Strong
xUser5000,64.61757408728224,Average
StoneT2000,64.57828467354985,Strong
KevinTrinh1227,64.52088735408348,Strong
ionutms,64.5092791325261,Strong
hasanbakhtiar,64.5041357743145,Strong
v1rtl,64.4894915796139,Strong
evanw,64.4750092805025,Strong
jeshraghian,64.45337109064789,Strong
Laurie-Lin,64.4181228757521,Strong
DanBrown47,64.41686361051393,Strong
bailicangdu,64.41595326444383,Average
we1h0,64.39297750848272,Strong
tsukumijima,64.37629711810145,Strong
vasilirigels,64.35163041428783,Strong
halfrost,64.33636636645608,Strong
iamshaunjp,64.31738426305526,Average
jooy2,64.31047251532404,Strong
donnemartin,64.28918703346508,Average
RyannKim327,64.26802992594784,Strong
CatsJuice,64.23745554214784,Strong
TyCoding,64.17476986534122,Strong
mohamedtamer0,64.1283744405125,Strong
vavkamil,64.11414072942715,Strong
Berrysoft,64.06414068804332,Strong
aiwithqasim,64.063568221833,Strong
yerfor,64.05337175625209,Strong
Evian-Zhang,64.0408978409465,Strong
Ikaros-521,64.02985156338457,Strong
hassancs91,63.97914122047854,Strong
phanatagama,63.93170348092194,Average
DavidHDev,63.930508287874716,Strong
pi0neerpat,63.92468533593238,Strong
sarthakroy2002,63.920473499583146,Strong
GavinLonDigital,63.8998898986319,Strong
ArthurZucker,63.88990544229101,Strong
bubbliiiing,63.87976428157308,Strong
PrasoonPratham,63.83238586245877,Strong
Stardust-minus,63.79878743959351,Strong
Snailclimb,63.76952258717305,Strong
garimasingh128,63.74595009694022,Average
Dimsmary,63.733364533195285,Strong
luabud,63.700505327499656,Strong
luosiallen,63.678955781499255,Strong
fynch3r,63.64962089489008,Strong
Zhaozixiang1228,63.6343826595876,Strong
hezronkimutai,63.60225910227501,Average
sriram-km,63.56689757215521,Strong
xiaoxian521,63.54505032524157,Strong
zuramai,63.53829123125091,Strong
hqnna,63.51651571210647,Strong
elder-plinius,63.49749478439219,Strong
Emmastro,63.49212508372942,Average
mikeyhodl,63.47195953950269,Average
ksundong,63.45245602624257,Strong
lelouchB,63.447038248189976,Strong
peter-kimanzi,63.378720015067216,Average
Crocoblock,63.34384666519796,Strong
cluzier,63.32968099588344,Average
zarif98sjs,63.310113827870964,Average
jasonkang14,63.27864567581732,Strong
eversinc33,63.275428437546964,Strong
mcbethr,63.25698512038479,Strong
p2r3,63.24548815399632,Strong
win4r,63.21569466120782,Strong
juancarlospaco,63.208060465268275,Average
Doubiiu,63.19693686082953,Strong
Taeyoung96,63.171929431407804,Strong
smilegupta,63.16787539773755,Average
SwiftfulThinking,63.12577832250879,Strong
blockchainguard,63.123925629699755,Average
inclyc,63.090328311016435,Strong
pablohdev,63.015947517186234,Average
JohnMwendwa,63.0149853543229,Average
niharika2810,63.00760558755289,Average
aitikgupta,63.000929769839615,Average
LinghaoChan,62.981216691568335,Strong
brittneypostma,62.980582934776564,Average
Dr-TSNG,62.928112309407624,Strong
meemknight,62.91607942104436,Strong
skoruba,62.88146756697565,Strong
AbdelazizSoliman,62.8678231896311,Average
Baiyuetribe,62.85600443824928,Strong
anishLearnsToCode,62.851180926961625,Average
eemr3,62.835107115029146,Strong
ddosi,62.81243775496948,Strong
biraj21,62.763752463969226,Strong
sajib1066,62.73989598150705,Average
florinpop17,62.702571862993054,Average
thuwzy,62.69718189037644,Strong
numman-ali,62.66021492349701,Strong
fahadashiq12,62.636696919311845,Average
joevtap,62.611294437181186,Strong
antfin-oss,62.557438488386296,Strong
psygreg,62.5372444731308,Strong
himanshusharma89,62.52391504123425,Average
txsun1997,62.50089704992641,Strong
illusionyy,62.50088491192852,Strong
Frezyx,62.494366889171616,Strong
JahanzaibTayyab,62.46760666959406,Strong
alexr00,62.44628102573044,Strong
parikshit223933,62.42963880144538,Average
EssamWisam,62.4173306687441,Strong
stacksimplify,62.40999147155241,Strong
1Crazymoney,62.40699645673944,Average
riccardoperra,62.396217187440584,Strong
IsaacMarovitz,62.3828718843307,Strong
athiyadeviyani,62.356037364766905,Average
TUMFTM,62.345915936115524,Strong
kaustubhgupta,62.33337004313859,Strong
frankiefab100,62.310649452221426,Strong
raphaelsalaja,62.306182927401416,Strong
seema1711,62.28644254563192,Average
ahmetbcakici,62.28163475552134,Average
shiningflash,62.26185099835217,Strong
yemreak,62.249729614302716,Strong
RhetTbull,62.21119201058913,Strong
sarahboyce,62.17209817476393,Strong
Pavankunchala,62.16598842097707,Average
DevStack06,62.15145755043941,Average
brave-builds,62.14901939829825,Strong
swaaz,62.13470722726658,Average
franklaercio,62.11433120093463,Average
ernst-bablick,62.10180974052021,Strong
jackfrued,62.061019693200876,Strong
vatsalkesarwani12,62.05912443803143,Average
edwardjhu,62.019707885694764,Strong
imlauera,61.99935791520856,Strong
tweneboah,61.988540009542135,Average
MineiToshio,61.988072721441284,Strong
alpkeskin,61.96743616342582,Strong
amaarora,61.947413511676075,Strong
bhatvikrant,61.94734126851881,Average
heshanu,61.91162071753094,Strong
codenashwan,61.904381783549255,Average
szmarczak,61.87800906028836,Strong
mkdirlove,61.86720234182053,Average
sangiorgiovba,61.851192472036274,Strong
Taiwrash,61.84515384085137,Strong
solaimanshadin,61.840559467968625,Average
hyungjin-chung,61.81821309625807,Strong
emmanuelvelmo,61.77292830640952,Strong
WilliamOtieno,61.7700123984676,Average
SocialSisterYi,61.750215636167916,Strong
replybr,61.70204624193806,Average
yangr0,61.68227249070601,Strong
sunnyhaibin,61.68115528261174,Strong
DapperDino,61.68070158280882,Strong
marcoshenrique-dev,61.59424988724122,Average
alexcmgit,61.55331755687931,Strong
nicolaerario,61.5184538278522,Strong
quantylab,61.47223603543459,Strong
anirudhRowjee,61.4411880355909,Average
MFDGaming,61.439081805746824,Strong
inokawa,61.40543318116859,Strong
JasonMa0012,61.37279746329847,Strong
Ro5s,61.37251242926777,Average
inGyni,61.35152803281586,Average
ericlee33,61.346548862412334,Average
Dhaiwat10,61.343035732124946,Strong
lahiruroot,61.31648843515494,Average
jytime,61.309501165858066,Strong
tpope,61.29747295289394,Strong
WooooDyy,61.287611194150315,Strong
dominicroye,61.247451566085346,Strong
QuiteAFancyEmerald,61.235640224739626,Strong
nermiin,61.20968690038666,Strong
obheda12,61.19687549867939,Strong
matheusfelipeog,61.17550343064051,Strong
raptazure,61.17106638544735,Strong
ChromieCraftServer,61.169494399347414,Average
userlandkernel,61.15517990637808,Average
rauchg,61.13977262345597,Strong
sofish,61.10006729487946,Strong
danmin20,61.081014089214804,Average
THZoria,61.06894612941616,Strong
leo-aa88,61.02002155665395,Strong
Master-s,60.97379173889716,Strong
xoxor4d,60.9079076492033,Strong
meysamhadeli,60.88860328519492,Strong
DAK404,60.857129975702144,Strong
EnginKARATAS,60.820914230656626,Average
jrohitofficial,60.80895357188249,Average
dev-yakuza,60.80611088276349,Strong
teunbrand,60.7884902448771,Strong
brc-dd,60.772957431370784,Strong
phultquist,60.76868346188296,Strong
hirrolot,60.74320721360052,Strong
HCPLab-SYSU,60.72118395456859,Strong
Howard20181,60.717720489704796,Strong
Dicklesworthstone,60.7043807595443,Strong
codethi,60.662678231025836,Strong
hongyangAndroid,60.56901087053898,Average
LiheYoung,60.51461025064958,Strong
yzfly,60.50752659004602,Strong
adamwathan,60.475315100924824,Strong
reginadiana,60.38023859486308,Average
nickssilver,60.376836571715494,Average
pluveto,60.376051675197786,Strong
kindavishal,60.3516059158997,Average
kmkarakaya,60.345600899964566,Strong
1357310795,60.327873549398355,Strong
VoidmatrixHeathcliff,60.3230226901517,Strong
ishandutta0098,60.316479168455366,Strong
iCrazeiOS,60.31639404102769,Strong
mm0hammadi,60.28344739644763,Strong
harshitahluwalia7895,60.274160797351655,Average
michaelliao,60.267169287753035,Strong
Just-Moh-it,60.25423347335061,Strong
wenddymacro,60.245065493823574,Average
paulohscwb,60.24107397069103,Strong
KindsonTheGenius,60.21258920704428,Average
sonsurim,60.205390743361576,Strong
libdriver,60.14428236267833,Strong
toukir-bd,60.05538442367574,Average
nancyalaswad90,60.00664376381626,Strong
jhaddix,59.98113370385049,Strong
LuciLua,59.96038637760723,Strong
Fox2Code,59.951775765219026,Strong
kidonng,59.93672405400527,Strong
Guovin,59.929292771604295,Strong
ANG13T,59.92881520482662,Strong
ryangjchandler,59.92738612099899,Strong
JNYH,59.9272372428642,Average
Karan36k,59.907608469542396,Average
imsyy,59.829396630174514,Strong
harshit0209,59.820910975530744,Average
Sabyasachi123276,59.686131900501664,Average
OsamaAlmamri,59.685390383276335,Average
solygambas,59.63923540892094,Average
Baroshem,59.60646948027522,Strong
yusufusta,59.601498165727115,Strong
Y4er,59.599493442732076,Strong
RafaelGallo,59.560212618261815,Strong
Trebor-Huang,59.49512522430971,Strong
Zengyi-Qin,59.463703398043236,Average
bstordrup,59.45089448463545,Strong
amaelkady,59.43012569840799,Average
WoosukKwon,59.418339314932425,Strong
ming71,59.40698154998802,Average
ageron,59.40161547104608,Strong
cxli233,59.380248707309384,Average
markmead,59.34721449131391,Strong
ProbiusOfficial,59.30920157906651,Strong
Threezh1,59.308504838852485,Average
ProgrammerGaurav,59.25732756434401,Average
maretaayu,59.21361988379921,Strong
Sentdex,59.189328861013735,Strong
viniciusfinger,59.16515219077756,Average
NikodemBartnik,59.153258311191394,Average
muzi502,59.10440698728557,Strong
vishal2376,59.076276192502846,Strong
engsafaaj,59.067669182313935,Average
josepholiveira,59.05966074199674,Average
TryGOTry,59.057861549966056,Average
ghoshsuman845,59.04723541853689,Average
FXTD-ODYSSEY,59.04645507775752,Average
kant146,59.02263196504812,Average
keyu-tian,59.006599846684544,Average
chenshuo,58.99461311514446,Strong
r3nanp,58.92976053492775,Strong
Cloud-Architekt,58.927385020965616,Strong
harleyszhang,58.9258637980159,Strong
filipedeschamps,58.924515006658936,Strong
techinpark,58.86671674019371,Strong
kennethreitz,58.85143584450915,Strong
timschneeb,58.83465138134021,Strong
XiangLinPro,58.81788462803338,Average
MohamedRejeb,58.81071866604616,Strong
usamausman-dev,58.80083204284283,Average
onesaitplatform,58.787275486763455,Average
ossamamehmood,58.77288056531931,Average
DanielObara,58.77280492238917,Average
milaan9,58.761721154382826,Average
rojvv,58.76042536384823,Strong
SaltyAom,58.7602535723766,Strong
nicklashansen,58.75175162728311,Strong
jackutea,58.734804904925696,Average
Rangi42,58.718316058262744,Strong
gadingnst,58.70940687650762,Strong
douglascrockford,58.69761526317976,Strong
farion1231,58.6950476985767,Strong
arnabsen1729,58.68302119677773,Average
TahaTesser,58.64159431969839,Average
beatrizmilz,58.638940585023434,Strong
nameisjayant,58.616078916799005,Average
techwithtim,58.61546158754823,Average
RuiSiang,58.60634456898576,Average
adeputraprimasuhendri,58.60098513028065,Average
saadhaxxan,58.598508867287734,Average
greatSumini,58.593906561297004,Average
andressansantos,58.5674170028159,Average
BEPb,58.56116755276183,Average
lnxpy,58.54475037143403,Strong
workingjubilee,58.51694074922315,Strong
ShutdownRepo,58.48002076392509,Strong
NicoFilips,58.424839386984054,Average
devcarolzita,58.41799903718811,Average
aserdargun,58.40197507437666,Strong
hireAlanAyala,58.39480170248588,Strong
azminewasi,58.38638297874323,Strong
kubowania,58.37067011296404,Strong
jenniferoenning,58.34950972839668,Average
MiroKaku,58.33765308425241,Strong
alcueca,58.32285687124754,Strong
sorairolake,58.296175589483745,Strong
R0rt1z2,58.2907345854224,Strong
smithakolan,58.286544634302345,Strong
ChungZH,58.28615303473565,Average
yashitanamdeo,58.27660663175634,Average
ItsVixano,58.24833231549266,Strong
ByungKwanLee,58.24336128398895,Average
amilamen,58.24003360839807,Average
ckk914,58.237311441178015,Strong
SelimHorri,58.225983908544315,Average
PKU-ICST-MIPL,58.20316665235235,Average
Siumauricio,58.1988426104578,Strong
feross,58.18502494314737,Average
burpheart,58.180300502090546,Strong
AbdallahHemdan,58.142684106162505,Strong
mitchellh,58.12905369707352,Strong
PeterGriffinJin,58.12180119297936,Average
TranquilityTech,58.111642074955746,Average
aidlearning,58.103043191072125,Average
StevenKamwaza,58.07060666893188,Strong
Arvolear,58.06858229827148,Strong
Mufanc,58.04110730512269,Strong
amritanjali123,58.04045184421418,Average
ganler,57.998795782234005,Average
CyanVoxel,57.99201093696979,Strong
trigaten,57.986896422362435,Average
spytensor,57.946130593555495,Strong
Billypeterlennards,57.899959928909695,Average
skyleaworlder,57.891535331215735,Average
marktoda,57.86772773489047,Strong
Prince-Shivaram,57.866824082889295,Average
bertamatu,57.85588394908736,Average
bopin2020,57.825035612637755,Strong
GaiZhenbiao,57.814050587992966,Average
devdatta95,57.793686226918155,Average
Sprinter1999,57.76876583529468,Strong
0xMurk,57.7297925456658,Strong
wjq990112,57.665949644800875,Strong
bluesadi,57.65629562477544,Strong
lenhattung,57.65562886887032,Strong
ZacharyZcR,57.61988616426335,Strong
yuantuo666,57.616958022810415,Average
Dexters-Hub,57.58984105538279,Average
ShivamShrirao,57.51034005329479,Strong
Shivan118,57.4799488757057,Average
ananeridev,57.46053128772026,Strong
MiyakoYakota,57.45632963117325,Strong
btholt,57.45387657737338,Strong
yagmurerdogan,57.45174754769502,Average
rodolfomori,57.43035843071736,Strong
felipeAguiarCode,57.39606287149857,Strong
sdras,57.37285023567579,Average
ashutoshkrris,57.33815124583414,Average
738,57.332502500655664,Average
callummcdougall,57.32553698375112,Strong
anandchauhan21,57.29787024579807,Strong
aycabas,57.26844707575718,Strong
san089,57.22919732077324,Average
cristianWilliam,57.21595974754142,Average
juanjin-dev,57.18197367748853,Strong
danielmuthama,57.17906805286093,Average
acenelio,57.146077022549896,Average
spf13,57.11538634621957,Strong
d4t4s3c,57.11093914387375,Average
tjdevries,57.102877860531954,Strong
aocattleya,57.09348688151271,Average
INDOnimous,57.08749154526745,Average
RohanDas28,57.066577762535275,Strong
P-N-Suganthan,57.0487510755367,Average
CossyCossy,57.04834740338633,Average
migueravila,57.02716166665863,Average
Cahllagerfeld,57.024808806280625,Strong
nrslib,57.022467839287884,Strong
elfalehed,57.01563547895526,Strong
akinazuki,56.998956987109665,Strong
LilaRest,56.991690280792696,Strong
JakeWharton,56.99032650401172,Strong
mkassm,56.965513602587706,Strong
siinghd,56.95881404514858,Average
MysteriousSonOfGod,56.940451887735605,Average
matheusbattisti,56.92066925918538,Strong
nisaefendioglu,56.86407956754918,Strong
KenMan79,56.85277386604115,Average
davidcallanan,56.787833991200365,Strong
hashirshoaeb,56.78160389478673,Strong
piyushsachdeva,56.768502816658795,Strong
bradygaster,56.76005823422898,Strong
osy,56.69769605369328,Strong
thewhiteh4t,56.68042997087041,Strong
Paper-Pen,56.64868326992136,Average
caiodelgadonew,56.64054324291098,Average
VictorKabata,56.63276426970604,Strong
korbek99,56.62956277800606,Strong
melogabriel,56.629129238922246,Strong
PySimpleGUI,56.6043712711757,Average
konstantinruge,56.59977998382981,Average
kishormorol,56.59164257003098,Average
Amanullahgit,56.59154947942791,Average
anminhhung,56.58997051773846,Strong
hiteshchoudhary,56.57739521878916,Strong
pashayogi,56.57072668788393,Average
KushalVijay,56.54194175980514,Average
glomatico,56.53012267006902,Strong
komavideo,56.51732341970428,Strong
AsHkAn-Django,56.4891690061854,Strong
mahmoudnafifi,56.45337417444708,Strong
JeffWang987,56.452661630037554,Average
jart,56.45148478184168,Strong
TransparentLC,56.449117369966025,Strong
THUYimingLi,56.4402606567591,Strong
LordGhostX,56.41906368634053,Strong
Marcelo-Diament,56.40903774677005,Average
tucan9389,56.39290849832031,Average
d3ward,56.38419392209815,Strong
fg0x0,56.37693752234023,Average
yashk2000,56.35807367218515,Average
eust-w,56.34997093769329,Strong
eveuies,56.32965823420393,Strong
h4ck3r0,56.3296425638775,Strong
HarunMbaabu,56.32728582370342,Strong
Zero-Tang,56.31414376165035,Average
elrincondeisma,56.30849048850183,Strong
yzddmr6,56.296211132086796,Strong
rokydas,56.254003095538586,Average
hyunwoongko,56.25235995345744,Strong
agentzh,56.239094554553674,Average
parthnagarkar875,56.20927560520798,Average
d1ll0n,56.20010672227931,Average
enespolat25,56.157328730726555,Average
filippo-fonseca,56.15548264616841,Average
Sq00ky,56.12067600549352,Strong
leomccormack,56.11297605539316,Average
viniciusestevam,56.089130137415346,Average
danieljvsa,56.072799908448374,Strong
xudong963,56.04147514773756,Strong
kunwitch,56.03224991717873,Strong
candraKriswinarto,56.02543914817278,Strong
m-bain,56.00479166453022,Strong
zwf234,55.99275126243509,Average
bsauce,55.99095429953822,Strong
devops-school,55.988613341015025,Average
mukhtorov,55.97749862859195,Average
buuing,55.9747032884866,Average
ParthJadhav,55.96619181389831,Average
lonePatient,55.96419401996531,Strong
ChawlaAvi,55.95526816064177,Strong
ivan-sincek,55.93740216905447,Strong
AchrafReyani,55.93383989423528,Strong
martin226,55.91747228657559,Average
yuredev,55.89034117616497,Average
maaslalani,55.86652069079633,Strong
Technocolabs100,55.83858048978122,Average
umitakbas82,55.82519552258687,Strong
mukeshphulwani66,55.77832255616701,Average
nasirxo,55.77716061030543,Average
MuhammadMujtabaa,55.763234171210804,Average
erenjugs,55.756152698182234,Strong
Cl0udG0d,55.75430604263832,Average
diego3g,55.74894126507701,Average
garyexplains,55.73782654749318,Strong
mojombo,55.67755778131559,Strong
codediodeio,55.67059267592746,Average
dvlprAlamin,55.64757108641811,Average
lovyan03,55.629969393388606,Strong
bkfish,55.624691491401215,Average
memochou1993,55.605972063169176,Strong
Yutix,55.60452081353378,Average
sunniejs,55.5820277913835,Average
N8python,55.567333523851715,Strong
RuolinZheng08,55.54463117866739,Average
laurenceday,55.54187236205054,Average
leonsilicon,55.508590574251755,Average
yunginnanet,55.50469470647316,Average
Lightczx,55.50055397236527,Strong
sandhikagalih,55.488147324456946,Average
ItsIgnacioPortal,55.4762579338735,Strong
Derrick-Sherrill,55.45123848894895,Average
simplesteph,55.44752841965644,Average
harshithdwivedi,55.437744865583035,Average
asoorji,55.41279226903147,Strong
codingscode,55.40148881121965,Average
ForrestKnight,55.38053269340931,Strong
atimilson,55.38032090073897,Average
friyiajr,55.37897707137252,Average
MrIkso,55.349835476860505,Strong
nathanssantos,55.31797052036871,Average
JeffreyWay,55.31447984362131,Average
finagolfin,55.30784023685769,Strong
zu1k,55.30611014407182,Strong
Sneh1999,55.30428649831302,Strong
gmberton,55.241095915895876,Strong
mohak1283,55.22217378272575,Average
wunderwuzzi23,55.221962158040114,Strong
AvinandanBose,55.21052934743536,Strong
roxsross,55.175628828403816,Strong
ruppysuppy,55.161861083136266,Average
AsishRaju,55.107026460190426,Strong
ProfAI,55.10599884753103,Average
DerekYRC,55.09851775731401,Average
achrafelkhnissi,55.066321041607765,Strong
benawad,55.043864411942714,Average
CYB3RMX,55.04385516732553,Strong
NyaGarcia,55.03790019627145,Strong
fidalgodev,55.03226929346073,Average
tsunode,54.98533751100546,Average
JoeanAmier,54.97975974551363,Strong
Wenmoux,54.977091024834216,Strong
sonam-niit,54.95931291119522,Strong
angelabauer,54.93998379060088,Average
daimajia,54.93192713239194,Strong
sharmaroshan,54.92340493833413,Average
kj89,54.91844767104294,Average
kprotty,54.915639953737895,Strong
kinghacker0,54.86658336887271,Average
Snoopy1866,54.85081952051715,Strong
skjha1,54.81788707157471,Average
Ricnaga,54.80270811235861,Strong
pazi88,54.787179035380134,Average
acetinkaya,54.77844342628864,Strong
ruanyf,54.76957370601339,Strong
mabiamabia,54.75635157512212,Average
piyush-eon,54.70271138472863,Strong
mosh-hamedani,54.69790652107943,Strong
Pierian-Data,54.629585076105265,Average
esin,54.624689927756904,Strong
ddlBoJack,54.62446248989825,Strong
NSG650,54.581093475826414,Strong
mlojek,54.54815587928133,Average
mcombeau,54.515597892927744,Average
gahogg,54.467486881100974,Average
whatsupcoders,54.46314052563462,Average
Santos-Enoque,54.460474763786806,Average
abhijithwarrier,54.44396668158838,Strong
MuhtarMahmut,54.43067679548217,Strong
ZYHowell,54.430356989005396,Average
natanvalimcardoso,54.42889424336269,Average
omercengiz,54.42857465077264,Strong
Chensokheng,54.41071154862427,Strong
orodrigogo,54.362646899372606,Strong
jarrodwatts,54.36107054416054,Strong
Kalpesh209,54.33683863103587,Average
mrxiaozhuox,54.32538358061511,Strong
cjavilla-stripe,54.31577504276213,Average
wbluke,54.2522928325562,Average
RandomRobbieBF,54.231250077190445,Average
eddwebster,54.10395196100475,Average
pymongo,54.08641488487163,Strong
avdance,54.082312918202334,Average
gz-yami,54.08116735373958,Average
bscript,54.06856445467409,Strong
MiladJoodi,54.05406214369237,Average
mrankitgupta,54.04930080177002,Average
silvered-shark,54.04780860017665,Strong
harrisonjansma,54.01389398885819,Average
wzzheng,53.99021801427708,Strong
enzoampil,53.985575576419066,Average
joakor89,53.97418959612896,Strong
vahan-sahakyan,53.96044653168113,Average
TeneikaAskew,53.92110611045703,Strong
ElektroKill,53.92053093407229,Strong
hybridonroot,53.90375161637066,Average
Deeksha2501,53.88459850930515,Average
hhhrrrttt222111,53.81568720399033,Average
akashyap2013,53.81321948609313,Average
developedbyed,53.80660562893005,Average
sriniously,53.79965618880665,Average
Hyeon9mak,53.72445656058943,Strong
akinncar,53.670560847629645,Strong
0xk1h0,53.66975112515061,Strong
PrajjwalDatir,53.66222658362125,Average
wjdrbs96,53.659482746323434,Average
marcomiduri,53.63177266600742,Average
Nayuta403,53.62490338121688,Average
Isoheptane,53.619731658574864,Strong
sophiebits,53.61162521209519,Strong
zhaoboy9692,53.60947773071914,Strong
tfaki,53.594993511987006,Average
kaybrian,53.58519390374093,Average
isaksolheim,53.585039102328125,Average
knopmickael,53.583150594245396,Strong
bangpateng,53.56524064439002,Average
rydmike,53.54759944740357,Strong
cedowens,53.53840256350295,Strong
rishikonapure,53.50561808498089,Average
mgmetehan,53.50157074306371,Average
aksoftware98,53.499237972651976,Average
jonmeow,53.497382153516405,Strong
bootstrap4cc,53.49579651622839,Average
loda-kun,53.48603314702793,Strong
printf-ana,53.48041202552605,Average
blalyasar,53.47963050418936,Strong
